confidence,profitUSD
0,0
0,0
3.3333333333333,0
3.3333333333333,0
6.6666666666667,0
10,0
10,0
13.333333333333,0
16.666666666667,0
16.666666666667,0
20,0
23.333333333333,0
23.333333333333,0
26.666666666667,0
30,0
30,0
33.333333333333,0
36.666666666667,0
36.666666666667,0
40,0
43.333333333333,0
43.333333333333,0
46.666666666667,0
50,0
50,0
53.333333333333,0
56.666666666667,0
56.666666666667,0
60,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
60,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
60,0
63.333333333333,0
63.333333333333,0
60,0
63.333333333333,0
63.333333333333,0
60,0
63.333333333333,0
63.333333333333,0
60,0
63.333333333333,0
63.333333333333,0
60,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
63.333333333333,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
70,0
66.666666666667,0
70,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
70,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
66.666666666667,0
